devId,month,sold,terminated,amount_m
3185,2024-10,1.0,1.0,28.0
3185,2025-09,1.0,2.0,32.0
3185,2025-10,1.0,0.0,41.8
3225,2016-04,2.0,0.0,223.2
3225,2026-05,1.0,0.0,99.2
3225,2026-07,2.0,0.0,199.4
3245,2016-09,1.0,0.0,0.0
3245,2016-12,3.0,0.0,0.0
3245,2017-01,4.0,0.0,0.0
3245,2017-03,1.0,0.0,0.0
3245,2017-04,1.0,0.0,0.0
3245,2017-07,1.0,0.0,0.0
3245,2017-10,2.0,0.0,0.0
3245,2017-12,1.0,0.0,0.0
3245,2018-04,3.0,0.0,0.0
3245,2018-05,2.0,1.0,0.0
3245,2018-07,2.0,0.0,0.0
3245,2018-08,1.0,0.0,0.0
3245,2019-02,1.0,0.0,0.0
3245,2019-05,1.0,0.0,0.0
3245,2020-03,1.0,0.0,0.0
3245,2021-04,1.0,0.0,0.0
3245,2021-05,1.0,0.0,0.0
3245,2021-10,1.0,0.0,0.0
3245,2022-03,1.0,0.0,0.0
3245,2024-03,1.0,0.0,0.0
3345,2017-11,6.0,0.0,683.3
3345,2017-12,7.0,0.0,559.1
3345,2018-01,10.0,0.0,846.9
3345,2018-02,4.0,0.0,321.9
3345,2018-03,3.0,0.0,244.6
3345,2018-04,2.0,0.0,309.4
3345,2018-05,3.0,0.0,211.4
3345,2018-06,1.0,0.0,57.0
3345,2018-08,5.0,0.0,388.0
3345,2018-09,6.0,0.0,504.3
3345,2018-10,3.0,0.0,264.0
3345,2018-11,3.0,0.0,241.6
3345,2019-01,2.0,0.0,133.7
3345,2019-02,3.0,0.0,319.9
3345,2019-03,5.0,0.0,312.6
3345,2019-04,2.0,0.0,162.6
3345,2019-05,2.0,0.0,155.1
3345,2019-06,1.0,0.0,72.8
3345,2019-07,4.0,0.0,295.6
3345,2019-08,2.0,0.0,142.2
3345,2019-09,1.0,0.0,56.0
3345,2019-10,1.0,0.0,76.7
3345,2019-12,1.0,0.0,61.6
3365,2016-05,519.0,0.0,2781.5
3365,2016-06,30.0,0.0,254.4
3365,2016-07,56.0,0.0,434.3
3365,2016-08,76.0,0.0,698.7
3365,2016-09,60.0,0.0,587.3
3365,2016-10,58.0,1.0,630.3
3365,2016-11,1.0,0.0,10.3
3365,2017-01,1.0,0.0,8.8
3365,2017-03,1.0,0.0,29.5
3365,2017-12,1.0,0.0,35.7
3365,2019-05,4.0,0.0,56.8
3365,2022-10,1.0,1.0,0.0
3465,2020-05,1.0,0.0,0.0
3465,2021-06,1.0,0.0,0.0
3465,2021-09,1.0,0.0,0.0
3465,2022-12,1.0,0.0,0.0
3465,2024-05,1.0,0.0,0.0
3465,2025-06,1.0,0.0,0.0
3505,2016-10,85.0,0.0,556.5
3505,2016-11,25.0,0.0,301.0
3505,2016-12,27.0,0.0,196.0
3505,2017-01,18.0,0.0,115.3
3505,2017-02,36.0,0.0,276.1
3505,2017-03,65.0,0.0,401.3
3505,2017-04,24.0,0.0,175.7
3505,2017-05,9.0,0.0,61.7
3505,2017-06,12.0,1.0,96.6
3505,2017-07,10.0,0.0,74.4
3505,2017-08,5.0,0.0,34.0
3505,2017-09,2.0,0.0,13.7
3505,2017-10,8.0,0.0,62.4
3505,2017-11,3.0,3.0,24.5
3505,2017-12,1.0,1.0,6.8
3505,2018-01,1.0,0.0,6.2
3505,2018-02,2.0,0.0,16.2
3505,2018-03,10.0,0.0,153.6
3505,2018-04,7.0,0.0,45.7
3505,2018-05,14.0,0.0,98.1
3505,2018-06,2.0,0.0,15.0
3505,2018-07,4.0,0.0,88.0
3505,2018-08,4.0,0.0,122.4
